eco,name,pgn,family,variation,position_fen,color_hex,family_hue,duplicate_group_size,duplicate_group_rank,umap_x,umap_y
C20,King's Pawn Game: Wayward Queen Attack,1. e4 e5 2. Qh5,King's Pawn Game,Wayward Queen Attack,rnbqkbnr/pppp1ppp/8/4p2Q/4P3/8/PPPP1PPP/RNB1KBNR b KQkq - 1 2,#87e5d6,170.27027027027026,1,1,-2.43190860748291,8.98484992980957
C20,"King's Pawn Game: Wayward Queen Attack, Kiddie Countergambit",1. e4 e5 2. Qh5 Nf6,King's Pawn Game,Wayward Queen Attack,rnbqkb1r/pppp1ppp/5n2/4p2Q/4P3/8/PPPP1PPP/RNB1KBNR w KQkq - 2 3,#87e5d6,170.27027027027026,1,1,-2.63236665725708,8.384681701660156
C20,"King's Pawn Game: Wayward Queen Attack, Mellon Gambit",1. e4 e5 2. Qh5 Nc6 3. Bc4 Nh6 4. d3 g6 5. Qf3 f6 6. Ne2 d5,King's Pawn Game,Wayward Queen Attack,r1bqkb1r/ppp4p/2n2ppn/3pp3/2B1P3/3P1Q2/PPP1NPPP/RNB1K2R w KQkq - 0 7,#87e5d6,170.27027027027026,1,1,-0.5637117624282837,6.8183979988098145
C20,King's Pawn Game: Weber Gambit,1. e4 e5 2. d3 d5 3. exd5 c6 4. dxc6 Nxc6,King's Pawn Game,Weber Gambit,r1bqkbnr/pp3ppp/2n5/4p3/8/3P4/PPP2PPP/RNBQKBNR w KQkq - 0 5,#82f3e0,170.27027027027026,1,1,2.192547082901001,3.9099342823028564
C20,King's Pawn Opening,1. e4 e5 2. b3,King's Pawn Opening,Root,rnbqkbnr/pppp1ppp/8/4p3/4P3/1P6/P1PP1PPP/RNBQKBNR b KQkq - 0 2,#10a291,172.7027027027027,1,1,-3.2774910926818848,7.802839279174805
C20,King's Pawn Opening: Speers,1. e4 e5 2. Qg4 Nf6 3. Qf5,King's Pawn Opening,Speers,rnbqkb1r/pppp1ppp/5n2/4pQ2/4P3/8/PPPP1PPP/RNB1KBNR b KQkq - 3 3,#31e3cd,172.7027027027027,1,1,-2.0269970893859863,8.746932983398438
C20,King's Pawn Opening: Van Hooydoon Gambit,1. e4 e5 2. Qe2 Nc6 3. c3 Nf6 4. Nf3 Bc5 5. d4 exd4 6. cxd4 Nxd4,King's Pawn Opening,Van Hooydoon Gambit,r1bqk2r/pppp1ppp/5n2/2b5/3nP3/5N2/PP2QPPP/RNB1KB1R w KQkq - 0 7,#8aeadf,172.7027027027027,1,1,2.9245660305023193,3.566260576248169
C20,Portuguese Opening,1. e4 e5 2. Bb5,Portuguese Opening,Root,rnbqkbnr/pppp1ppp/8/1B2p3/4P3/8/PPPP1PPP/RNBQK1NR b KQkq - 1 2,#938aea,245.67567567567568,1,1,-2.786612033843994,8.984456062316895
C20,Portuguese Opening: Miguel Gambit,1. e4 e5 2. Bb5 Bc5 3. b4,Portuguese Opening,Miguel Gambit,rnbqk1nr/pppp1ppp/8/1Bb1p3/1P2P3/8/P1PP1PPP/RNBQK1NR b KQkq - 0 3,#1e10a2,245.67567567567568,1,1,-4.0738019943237305,7.376288890838623
C20,Portuguese Opening: Portuguese Gambit,1. e4 e5 2. Bb5 Nf6 3. d4,Portuguese Opening,Portuguese Gambit,rnbqkb1r/pppp1ppp/5n2/1B2p3/3PP3/8/PPP2PPP/RNBQK1NR b KQkq - 0 3,#4131e3,245.67567567567568,1,1,-2.856548547744751,8.695939064025879
C21,Center Game,1. e4 e5 2. d4 exd4 3. Qxd4,Center Game,Root,rnbqkbnr/pppp1ppp/8/8/3QP3/8/PPP2PPP/RNB1KBNR b KQkq - 0 3,#e1e95b,63.24324324324324,1,1,-2.270376205444336,5.973951816558838
C21,Center Game Accepted,1. e4 e5 2. d4 exd4,Center Game Accepted,Root,rnbqkbnr/pppp1ppp/8/8/3pP3/8/PPP2PPP/RNBQKBNR w KQkq - 0 3,#cadb24,65.67567567567568,1,1,-2.230797052383423,3.870022773742676
C21,Center Game: Halasz-McDonnell Gambit,1. e4 e5 2. d4 exd4 3. f4,Center Game,Halasz-McDonnell Gambit,rnbqkbnr/pppp1ppp/8/8/3pPP2/8/PPP3PP/RNBQKBNR b KQkq - 0 3,#abb320,63.24324324324324,1,1,-4.23058557510376,5.122711658477783
C21,"Center Game: Halasz-McDonnell Gambit, Crocodile Variation",1. e4 e5 2. d4 exd4 3. f4 Bc5 4. Nf3 Nc6 5. c3,Center Game,Halasz-McDonnell Gambit,r1bqk1nr/pppp1ppp/2n5/2b5/3pPP2/2P2N2/PP4PP/RNBQKB1R b KQkq - 0 5,#abb320,63.24324324324324,1,1,4.79039192199707,0.20547862350940704
C21,Center Game: Kieseritzky Variation,1. e4 e5 2. d4 exd4 3. Nf3,Center Game,Kieseritzky Variation,rnbqkbnr/pppp1ppp/8/8/3pP3/5N2/PPP2PPP/RNBQKB1R b KQkq - 1 3,#d2dd16,63.24324324324324,1,1,-1.138447880744934,3.9682202339172363
C21,Center Game: Kieseritzky Variation,1. e4 e5 2. d4 exd4 3. Nf3 c5,Center Game,Kieseritzky Variation,rnbqkbnr/pp1p1ppp/8/2p5/3pP3/5N2/PPP2PPP/RNBQKB1R w KQkq - 0 4,#d2dd16,63.24324324324324,1,1,-0.5509418845176697,0.5894259810447693
C21,Center Game: Kieseritzky Variation,1. e4 e5 2. d4 exd4 3. Nf3 c5 4. Bc4,Center Game,Kieseritzky Variation,rnbqkbnr/pp1p1ppp/8/2p5/2BpP3/5N2/PPP2PPP/RNBQK2R b KQkq - 1 4,#d2dd16,63.24324324324324,1,1,1.7455440759658813,-0.41506141424179077
C21,Center Game: Lanc-Arnold Gambit,1. e4 e5 2. d4 exd4 3. Nf3 Bc5 4. c3,Center Game,Lanc-Arnold Gambit,rnbqk1nr/pppp1ppp/8/2b5/3pP3/2P2N2/PP3PPP/RNBQKB1R b KQkq - 0 4,#d3dc38,63.24324324324324,1,1,1.0409376621246338,3.8902924060821533
C21,"Center Game: Lanc-Arnold Gambit, Schippler Gambit",1. e4 e5 2. d4 exd4 3. Nf3 Bc5 4. c3 dxc3 5. Bc4,Center Game,Lanc-Arnold Gambit,rnbqk1nr/pppp1ppp/8/2b5/2B1P3/2p2N2/PP3PPP/RNBQK2R b KQkq - 1 5,#d3dc38,63.24324324324324,1,1,1.291235327720642,2.3242931365966797
C21,Center Game: Ross Gambit,1. e4 e5 2. d4 exd4 3. Bd3,Center Game,Ross Gambit,rnbqkbnr/pppp1ppp/8/8/3pP3/3B4/PPP2PPP/RNBQK1NR b KQkq - 1 3,#dfe66f,63.24324324324324,1,1,-1.069319248199463,3.7289090156555176
C21,Center Game: von der Lasa Gambit,1. e4 e5 2. d4 exd4 3. Bc4,Center Game,von der Lasa Gambit,rnbqkbnr/pppp1ppp/8/8/2BpP3/8/PPP2PPP/RNBQK1NR b KQkq - 1 3,#edf382,63.24324324324324,1,1,-1.2824047803878784,2.381800889968872
C21,Danish Gambit,1. e4 e5 2. d4 exd4 3. c3,Danish Gambit,Root,rnbqkbnr/pppp1ppp/8/8/3pP3/2P5/PP3PPP/RNBQKBNR b KQkq - 0 3,#a5db24,77.83783783783784,1,1,-1.2390971183776855,3.9805614948272705
C21,Danish Gambit Accepted,1. e4 e5 2. d4 exd4 3. c3 dxc3,Danish Gambit Accepted,Root,rnbqkbnr/pppp1ppp/8/8/4P3/2p5/PP3PPP/RNBQKBNR w KQkq - 0 4,#aad84f,80.27027027027027,1,1,-1.7305675745010376,2.6464366912841797
C21,Danish Gambit Accepted: Chigorin Defense,1. e4 e5 2. d4 exd4 3. c3 dxc3 4. Bc4 cxb2 5. Bxb2 Qe7,Danish Gambit Accepted,Chigorin Defense,rnb1kbnr/ppppqppp/8/8/2B1P3/8/PB3PPP/RN1QK1NR w KQkq - 1 6,#71a210,80.27027027027027,1,1,1.9449540376663208,0.915338933467865
C21,Danish Gambit Accepted: Classical Defense,1. e4 e5 2. d4 exd4 3. c3 dxc3 4. Bc4 cxb2 5. Bxb2 Nf6,Danish Gambit Accepted,Classical Defense,rnbqkb1r/pppp1ppp/5n2/8/2B1P3/8/PB3PPP/RN1QK1NR w KQkq - 1 6,#87bf1a,80.27027027027027,1,1,2.466644287109375,0.5204417705535889
C21,Danish Gambit Accepted: Copenhagen Defense,1. e4 e5 2. d4 exd4 3. c3 dxc3 4. Bc4 cxb2 5. Bxb2 Bb4+,Danish Gambit Accepted,Copenhagen Defense,rnbqk1nr/pppp1ppp/8/8/1bB1P3/8/PB3PPP/RN1QK1NR w KQkq - 1 6,#9dd927,80.27027027027027,1,1,1.7220028638839722,0.3928062319755554
C21,Danish Gambit Accepted: Schlechter Defense,1. e4 e5 2. d4 exd4 3. c3 dxc3 4. Bc4 cxb2 5. Bxb2 d5,Danish Gambit Accepted,Schlechter Defense,rnbqkbnr/ppp2ppp/8/3p4/2B1P3/8/PB3PPP/RN1QK1NR w KQkq - 0 6,#beef5e,80.27027027027027,1,1,1.5814471244812012,0.1902323216199875
C21,Danish Gambit Accepted: Svenonius Defense,1. e4 e5 2. d4 exd4 3. c3 Ne7,Danish Gambit Accepted,Svenonius Defense,rnbqkb1r/ppppnppp/8/8/3pP3/2P5/PP3PPP/RNBQKBNR w KQkq - 1 4,#cbee86,80.27027027027027,1,1,3.333988666534424,0.13471290469169617
C21,Danish Gambit Declined: Sörensen Defense,1. e4 e5 2. d4 exd4 3. c3 d5,Danish Gambit Declined,Sörensen Defense,rnbqkbnr/ppp2ppp/8/3p4/3pP3/2P5/PP3PPP/RNBQKBNR w KQkq - 0 4,#96db24,82.70270270270271,1,1,-0.9538470506668091,1.6233577728271484
C22,Center Game: Berger Variation,1. e4 e5 2. d4 exd4 3. Qxd4 Nc6 4. Qe3 Nf6,Center Game,Berger Variation,r1bqkb1r/pppp1ppp/2n2n2/8/4P3/4Q3/PPP2PPP/RNB1KBNR w KQkq - 3 5,#9ba210,63.24324324324324,1,1,3.6685431003570557,3.4356026649475098
C22,Center Game: Charousek Variation,1. e4 e5 2. d4 exd4 3. Qxd4 Nc6 4. Qe3 Bb4+ 5. c3 Be7,Center Game,Charousek Variation,r1bqk1nr/ppppbppp/2n5/8/4P3/2P1Q3/PP3PPP/RNB1KBNR w KQkq - 1 6,#a3ab17,63.24324324324324,1,1,5.200205326080322,3.356651782989502
C22,Center Game: Hall Variation,1. e4 e5 2. d4 exd4 3. Qxd4 Nc6 4. Qc4,Center Game,Hall Variation,r1bqkbnr/pppp1ppp/2n5/8/2Q1P3/8/PPP2PPP/RNB1KBNR b KQkq - 2 4,#b2ba29,63.24324324324324,1,1,-0.2517237663269043,5.8078813552856445
C22,Center Game: Kupreichik Variation,1. e4 e5 2. d4 exd4 3. Qxd4 Nc6 4. Qe3 Nf6 5. Nc3 Bb4 6. Bd2 O-O 7. O-O-O Re8 8. Bc4 d6 9. Nh3,Center Game,Kupreichik Variation,r1bqr1k1/ppp2ppp/2np1n2/8/1bB1P3/2N1Q2N/PPPB1PPP/2KR3R b - - 1 9,#d7e122,63.24324324324324,1,1,-0.22605237364768982,7.09270715713501
C22,Center Game: Normal Variation,1. e4 e5 2. d4 exd4 3. Qxd4 Nc6,Center Game,Normal Variation,r1bqkbnr/pppp1ppp/2n5/8/3QP3/8/PPP2PPP/RNB1KBNR w KQkq - 1 4,#d0d84c,63.24324324324324,1,1,1.7133722305297852,2.8847217559814453
C22,Center Game: Paulsen Attack Variation,1. e4 e5 2. d4 exd4 3. Qxd4 Nc6 4. Qe3,Center Game,Paulsen Attack Variation,r1bqkbnr/pppp1ppp/2n5/8/4P3/4Q3/PPP2PPP/RNB1KBNR b KQkq - 2 4,#e4ed47,63.24324324324324,1,1,2.568554639816284,4.721192359924316
C22,Center Game: l'Hermet Variation,1. e4 e5 2. d4 exd4 3. Qxd4 Nc6 4. Qe3 f5,Center Game,l'Hermet Variation,r1bqkbnr/pppp2pp/2n5/5p2/4P3/4Q3/PPP2PPP/RNB1KBNR w KQkq - 0 5,#dee381,63.24324324324324,1,1,1.0600680112838745,3.9840192794799805
C23,Bishop's Opening,1. e4 e5 2. Bc4,Bishop's Opening,Root,rnbqkbnr/pppp1ppp/8/4p3/2B1P3/8/PPPP1PPP/RNBQK1NR b KQkq - 1 2,#e4a967,31.62162162162162,1,1,-3.357404947280884,8.345383644104004
C23,Bishop's Opening: Anderssen Gambit,1. e4 e5 2. Bc4 b5 3. Bxb5 c6,Bishop's Opening,Anderssen Gambit,rnbqkbnr/p2p1ppp/2p5/1B2p3/4P3/8/PPPP1PPP/RNBQK1NR w KQkq - 0 4,#a25d10,31.62162162162162,1,1,-3.212153196334839,7.635785102844238
C23,Bishop's Opening: Boi Variation,1. e4 e5 2. Bc4 Bc5,Bishop's Opening,Boi Variation,rnbqk1nr/pppp1ppp/8/2b1p3/2B1P3/8/PPPP1PPP/RNBQK1NR w KQkq - 2 3,#a36724,31.62162162162162,1,1,-3.53147554397583,7.380285739898682
C23,Bishop's Opening: Calabrese Countergambit,1. e4 e5 2. Bc4 f5,Bishop's Opening,Calabrese Countergambit,rnbqkbnr/pppp2pp/8/4pp2/2B1P3/8/PPPP1PPP/RNBQK1NR w KQkq - 0 3,#bc6c13,31.62162162162162,1,1,-4.1323466300964355,7.607436180114746
C23,"Bishop's Opening: Calabrese Countergambit, Jaenisch Variation",1. e4 e5 2. Bc4 f5 3. d3,Bishop's Opening,Calabrese Countergambit,rnbqkbnr/pppp2pp/8/4pp2/2B1P3/3P4/PPP2PPP/RNBQK1NR b KQkq - 0 3,#bc6c13,31.62162162162162,1,1,-2.9995081424713135,6.803313255310059
C23,Bishop's Opening: Four Pawns Gambit,1. e4 e5 2. Bc4 Bc5 3. b4 Bxb4 4. f4 exf4 5. Nf3 Be7 6. d4 Bh4+ 7. g3 fxg3 8. O-O gxh2+ 9. Kh1,Bishop's Opening,Four Pawns Gambit,rnbqk1nr/pppp1ppp/8/8/2BPP2b/5N2/P1P4p/RNBQ1R1K b kq - 1 9,#bc6f1a,31.62162162162162,1,1,-2.1292200088500977,7.02959680557251
C23,Bishop's Opening: Khan Gambit,1. e4 e5 2. Bc4 d5,Bishop's Opening,Khan Gambit,rnbqkbnr/ppp2ppp/8/3pp3/2B1P3/8/PPPP1PPP/RNBQK1NR w KQkq - 0 3,#ba7529,31.62162162162162,1,1,-4.183576583862305,6.970585346221924
C23,Bishop's Opening: Lewis Countergambit,1. e4 e5 2. Bc4 Bc5 3. c3 d5,Bishop's Opening,Lewis Countergambit,rnbqk1nr/ppp2ppp/8/2bpp3/2B1P3/2P5/PP1P1PPP/RNBQK1NR w KQkq - 0 4,#d38125,31.62162162162162,1,1,-2.659065008163452,5.135371208190918
C23,Bishop's Opening: Lewis Countergambit,1. e4 e5 2. Bc4 Bc5 3. c3 d5 4. Bxd5 Nf6,Bishop's Opening,Lewis Countergambit,rnbqk2r/ppp2ppp/5n2/2bBp3/4P3/2P5/PP1P1PPP/RNBQK1NR w KQkq - 1 5,#d38125,31.62162162162162,1,1,-0.04663128778338432,4.133788108825684
C23,"Bishop's Opening: Lewis Countergambit, Walker Variation",1. e4 e5 2. Bc4 Bc5 3. c3 d5 4. Bxd5 Nf6 5. d4,Bishop's Opening,Lewis Countergambit,rnbqk2r/ppp2ppp/5n2/2bBp3/3PP3/2P5/PP3PPP/RNBQK1NR b KQkq - 0 5,#d38125,31.62162162162162,1,1,-0.23363065719604492,5.836597442626953
C23,Bishop's Opening: Lewis Gambit,1. e4 e5 2. Bc4 Bc5 3. d4,Bishop's Opening,Lewis Gambit,rnbqk1nr/pppp1ppp/8/2b1p3/2BPP3/8/PPP2PPP/RNBQK1NR b KQkq - 0 3,#d1842e,31.62162162162162,1,1,-3.5913023948669434,7.380767822265625
C23,Bishop's Opening: Lisitsyn Variation,1. e4 e5 2. Bc4 c6 3. d4 d5 4. exd5 cxd5 5. Bb5+ Bd7 6. Bxd7+ Nxd7 7. dxe5 Nxe5 8. Ne2,Bishop's Opening,Lisitsyn Variation,r2qkbnr/pp3ppp/8/3pn3/8/8/PPP1NPPP/RNBQK2R b KQkq - 1 8,#e9881d,31.62162162162162,1,1,2.612718343734741,2.2178144454956055
C23,Bishop's Opening: Lopez Gambit,1. e4 e5 2. Bc4 Bc5 3. Qe2 Nc6 4. c3 Nf6 5. f4,Bishop's Opening,Lopez Gambit,r1bqk2r/pppp1ppp/2n2n2/2b1p3/2B1PP2/2P5/PP1PQ1PP/RNB1K1NR b KQkq - 0 5,#e28b2a,31.62162162162162,1,1,5.889360427856445,0.05235607922077179
C23,Bishop's Opening: Lopez Variation,1. e4 e5 2. Bc4 Bc5 3. Qe2,Bishop's Opening,Lopez Variation,rnbqk1nr/pppp1ppp/8/2b1p3/2B1P3/8/PPPPQPPP/RNB1K1NR b KQkq - 3 3,#dc8e38,31.62162162162162,1,1,-2.230170249938965,8.813873291015625
C23,"Bishop's Opening: Lopez Variation, Lopez Gambit",1. e4 e5 2. Bc4 Bc5 3. Qe2 Nf6 4. f4,Bishop's Opening,Lopez Variation,rnbqk2r/pppp1ppp/5n2/2b1p3/2B1PP2/8/PPPPQ1PP/RNB1K1NR b KQkq - 0 4,#dc8e38,31.62162162162162,1,1,-2.304333448410034,5.405901908874512
C23,Bishop's Opening: McDonnell Gambit,1. e4 e5 2. Bc4 Bc5 3. b4,Bishop's Opening,McDonnell Gambit,rnbqk1nr/pppp1ppp/8/2b1p3/1PB1P3/8/P1PP1PPP/RNBQK1NR b KQkq - 0 3,#d69144,31.62162162162162,1,1,-3.352391242980957,4.135861873626709
C23,"Bishop's Opening: McDonnell Gambit, La Bourdonnais-Denker Gambit",1. e4 e5 2. Bc4 Bc5 3. b4 Bxb4 4. c3,Bishop's Opening,McDonnell Gambit,rnbqk1nr/pppp1ppp/8/4p3/1bB1P3/2P5/P2P1PPP/RNBQK1NR b KQkq - 0 4,#d69144,31.62162162162162,1,1,-2.981313467025757,5.424598693847656
C23,"Bishop's Opening: McDonnell Gambit, McDonnell Double Gambit",1. e4 e5 2. Bc4 Bc5 3. b4 Bxb4 4. f4,Bishop's Opening,McDonnell Gambit,rnbqk1nr/pppp1ppp/8/4p3/1bB1PP2/8/P1PP2PP/RNBQK1NR b KQkq - 0 4,#d69144,31.62162162162162,1,1,-3.6458137035369873,3.7849223613739014
C23,Bishop's Opening: Philidor Counterattack,1. e4 e5 2. Bc4 c6,Bishop's Opening,Philidor Counterattack,rnbqkbnr/pp1p1ppp/2p5/4p3/2B1P3/8/PPPP1PPP/RNBQK1NR w KQkq - 0 3,#e09b4f,31.62162162162162,1,1,-3.2250614166259766,7.963124752044678
C23,Bishop's Opening: Philidor Variation,1. e4 e5 2. Bc4 Bc5 3. c3,Bishop's Opening,Philidor Variation,rnbqk1nr/pppp1ppp/8/2b1p3/2B1P3/2P5/PP1P1PPP/RNBQK1NR b KQkq - 0 3,#db9e5b,31.62162162162162,1,1,-2.6188318729400635,5.972537517547607
C23,Bishop's Opening: Pratt Variation,1. e4 e5 2. Bc4 Bc5 3. c3 Nf6 4. d4 exd4 5. e5 d5 6. exf6 dxc4 7. Qh5 O-O,Bishop's Opening,Pratt Variation,rnbq1rk1/ppp2ppp/5P2/2b4Q/2pp4/2P5/PP3PPP/RNB1K1NR w KQ - 2 8,#e9a65b,31.62162162162162,1,1,4.783400535583496,0.1707259863615036
C23,Bishop's Opening: Stein Gambit,1. e4 e5 2. Bc4 Bc5 3. f4,Bishop's Opening,Stein Gambit,rnbqk1nr/pppp1ppp/8/2b1p3/2B1PP2/8/PPPP2PP/RNBQK1NR b KQkq - 0 3,#e0ac72,31.62162162162162,1,1,-4.3193745613098145,5.007575988769531
C23,Bishop's Opening: Thorold Gambit,1. e4 e5 2. Bc4 b5 3. Bxb5 f5,Bishop's Opening,Thorold Gambit,rnbqkbnr/p1pp2pp/8/1B2pp2/4P3/8/PPPP1PPP/RNBQK1NR w KQkq - 0 4,#f0b068,31.62162162162162,1,1,-4.00206995010376,7.8075408935546875
C23,Bishop's Opening: del Rio Variation,1. e4 e5 2. Bc4 Bc5 3. c3 Qg5,Bishop's Opening,del Rio Variation,rnb1k1nr/pppp1ppp/8/2b1p1q1/2B1P3/2P5/PP1P1PPP/RNBQK1NR w KQkq - 1 4,#f3bd82,31.62162162162162,1,1,-1.8818206787109375,7.195316314697266
C24,Bishop's Opening: Berlin Defense,1. e4 e5 2. Bc4 Nf6,Bishop's Opening,Berlin Defense,rnbqkb1r/pppp1ppp/5n2/4p3/2B1P3/8/PPPP1PPP/RNBQK1NR w KQkq - 2 3,#a36116,31.62162162162162,1,1,-3.191046714782715,7.679475784301758
C24,"Bishop's Opening: Berlin Defense, Greco Gambit",1. e4 e5 2. Bc4 Nf6 3. f4,Bishop's Opening,Berlin Defense,rnbqkb1r/pppp1ppp/5n2/4p3/2B1PP2/8/PPPP2PP/RNBQK1NR b KQkq - 0 3,#a36116,31.62162162162162,1,1,-3.3035898208618164,3.8928096294403076
C24,Bishop's Opening: Kitchener Folly,1. e4 e5 2. Bc4 Nf6 3. d3 Be7 4. Nf3 O-O,Bishop's Opening,Kitchener Folly,rnbq1rk1/ppppbppp/5n2/4p3/2B1P3/3P1N2/PPP2PPP/RNBQK2R w KQ - 3 5,#d57a15,31.62162162162162,1,1,3.4791860580444336,2.6179044246673584
C24,Bishop's Opening: Krejcik Gambit,1. e4 e5 2. Bc4 Nf6 3. f3 Bc5 4. Ne2 Nc6 5. b4,Bishop's Opening,Krejcik Gambit,r1bqk2r/pppp1ppp/2n2n2/2b1p3/1PB1P3/5P2/P1PPN1PP/RNBQK2R b KQkq - 0 5,#d47d1d,31.62162162162162,1,1,2.3082385063171387,1.1557774543762207
C24,Bishop's Opening: Pachman Gambit,1. e4 e5 2. Bc4 Nf6 3. Ne2 Nxe4 4. Nec3,Bishop's Opening,Pachman Gambit,rnbqkb1r/pppp1ppp/8/4p3/2B1n3/2N5/PPPP1PPP/RNBQK2R b KQkq - 1 4,#eb9636,31.62162162162162,1,1,-1.7185901403427124,4.328453540802002
C24,Bishop's Opening: Paulsen Defense,1. e4 e5 2. Bc4 Nf6 3. d3 c6,Bishop's Opening,Paulsen Defense,rnbqkb1r/pp1p1ppp/2p2n2/4p3/2B1P3/3P4/PPP2PPP/RNBQK1NR w KQkq - 0 4,#e59843,31.62162162162162,1,1,-0.6279372572898865,5.9230804443359375
C24,Bishop's Opening: Ponziani Gambit,1. e4 e5 2. Bc4 Nf6 3. d4,Bishop's Opening,Ponziani Gambit,rnbqkb1r/pppp1ppp/5n2/4p3/2BPP3/8/PPP2PPP/RNBQK1NR b KQkq - 0 3,#eea34f,31.62162162162162,1,1,-3.234210968017578,6.999399662017822
C24,"Bishop's Opening: Urusov Gambit, Panov Variation",1. e4 e5 2. Bc4 Nf6 3. d4 exd4 4. Nf3 d5 5. exd5 Bb4+ 6. c3 Qe7+,Bishop's Opening,Urusov Gambit,rnb1k2r/ppp1qppp/5n2/3P4/1bBp4/2P2N2/PP3PPP/RNBQK2R w KQkq - 1 7,#ecb374,31.62162162162162,1,1,6.826605319976807,0.012747126631438732
C24,Bishop's Opening: Vienna Hybrid,1. e4 e5 2. Bc4 Nf6 3. d3 Nc6 4. Nc3,Bishop's Opening,Vienna Hybrid,r1bqkb1r/pppp1ppp/2n2n2/4p3/2B1P3/2NP4/PPP2PPP/R1BQK1NR b KQkq - 2 4,#e8b67e,31.62162162162162,1,1,3.058336019515991,3.5154337882995605
C24,Bishop's Opening: Warsaw Gambit,1. e4 e5 2. Bc4 Nf6 3. d4 exd4 4. c3,Bishop's Opening,Warsaw Gambit,rnbqkb1r/pppp1ppp/5n2/8/2BpP3/2P5/PP3PPP/RNBQK1NR b KQkq - 0 4,#e5b988,31.62162162162162,1,1,1.2714251279830933,2.393187999725342
C25,"Vienna Gambit, with Max Lange Defense",1. e4 e5 2. Nc3 Nc6 3. f4,"Vienna Gambit, with Max Lange Defense",Root,r1bqkbnr/pppp1ppp/2n5/4p3/4PP2/2N5/PPPP2PP/R1BQKBNR b KQkq - 0 3,#e672a1,335.6756756756757,1,1,-3.1656076908111572,6.264148235321045
C25,"Vienna Gambit, with Max Lange Defense: Cunningham Defense",1. e4 e5 2. Nc3 Nc6 3. f4 exf4 4. Nf3 Be7,"Vienna Gambit, with Max Lange Defense",Cunningham Defense,r1bqk1nr/ppppbppp/2n5/8/4Pp2/2N2N2/PPPP2PP/R1BQKB1R w KQkq - 2 5,#a2104b,335.6756756756757,1,1,4.2466044425964355,1.5108859539031982
C25,"Vienna Gambit, with Max Lange Defense: Hamppe-Allgaier Gambit",1. e4 e5 2. Nc3 Nc6 3. f4 exf4 4. Nf3 g5 5. h4 g4 6. Ng5,"Vienna Gambit, with Max Lange Defense",Hamppe-Allgaier Gambit,r1bqkbnr/pppp1p1p/2n5/6N1/4PppP/2N5/PPPP2P1/R1BQKB1R b KQkq - 1 6,#b51958,335.6756756756757,1,1,0.6086761355400085,2.472968578338623
C25,"Vienna Gambit, with Max Lange Defense: Hamppe-Allgaier Gambit, Alapin Variation",1. e4 e5 2. Nc3 Nc6 3. f4 exf4 4. Nf3 g5 5. h4 g4 6. Ng5 d6,"Vienna Gambit, with Max Lange Defense",Hamppe-Allgaier Gambit,r1bqkbnr/ppp2p1p/2np4/6N1/4PppP/2N5/PPPP2P1/R1BQKB1R w KQkq - 0 7,#b51958,335.6756756756757,1,1,1.7742557525634766,1.2818502187728882
C25,"Vienna Gambit, with Max Lange Defense: Hamppe-Allgaier Gambit, Thorold Variation",1. e4 e5 2. f4 exf4 3. Nf3 Nc6 4. Nc3 g5 5. h4 g4 6. Ng5 h6 7. Nxf7 Kxf7 8. d4,"Vienna Gambit, with Max Lange Defense",Hamppe-Allgaier Gambit,r1bq1bnr/pppp1k2/2n4p/8/3PPppP/2N5/PPP3P1/R1BQKB1R b KQ - 0 8,#b51958,335.6756756756757,1,1,8.317423820495605,2.177338123321533
C25,"Vienna Gambit, with Max Lange Defense: Hamppe-Muzio Gambit",1. e4 e5 2. Nc3 Nc6 3. f4 exf4 4. Nf3 g5 5. Bc4 g4 6. O-O gxf3,"Vienna Gambit, with Max Lange Defense",Hamppe-Muzio Gambit,r1bqkbnr/pppp1p1p/2n5/8/2B1Pp2/2N2p2/PPPP2PP/R1BQ1RK1 w kq - 0 7,#c72365,335.6756756756757,1,1,-0.5471903681755066,6.953547477722168
C25,"Vienna Gambit, with Max Lange Defense: Knight Variation",1. e4 e5 2. Nc3 Nc6 3. f4 exf4 4. Nf3,"Vienna Gambit, with Max Lange Defense",Knight Variation,r1bqkbnr/pppp1ppp/2n5/8/4Pp2/2N2N2/PPPP2PP/R1BQKB1R b KQkq - 1 4,#d23374,335.6756756756757,1,1,2.649460792541504,2.288483142852783
C25,"Vienna Gambit, with Max Lange Defense: Pierce Gambit",1. e4 e5 2. Nc3 Nc6 3. f4 exf4 4. Nf3 g5 5. d4,"Vienna Gambit, with Max Lange Defense",Pierce Gambit,r1bqkbnr/pppp1p1p/2n5/6p1/3PPp2/2N2N2/PPP3PP/R1BQKB1R b KQkq - 0 5,#eb367f,335.6756756756757,1,1,2.235316276550293,1.3877569437026978
C25,"Vienna Gambit, with Max Lange Defense: Quelle Gambit",1. e4 e5 2. Nc3 Nc6 3. f4 Bc5 4. fxe5 d6,"Vienna Gambit, with Max Lange Defense",Quelle Gambit,r1bqk1nr/ppp2ppp/2np4/2b1P3/4P3/2N5/PPPP2PP/R1BQKBNR w KQkq - 0 5,#e85591,335.6756756756757,1,1,2.795609474182129,0.9606982469558716
